algo,transform,sample_size,std
pdq,Flip,100000,0.0005990469966679255
pdq,Rescale,100000,0.00300748548429632
pdq,Watermark,100000,0.0020234878334322135
phash,Flip,100000,0.003476131500798454
phash,Rescale,100000,0.012430151231523882
phash,Watermark,100000,0.0
wave,Flip,100000,0.0013947333524720743
wave,Rescale,100000,0.0009882117688026215
wave,Watermark,100000,0.00477926411300395
